CHR,BP,P,SNP,ZSCORE,EFFECTSIZE,GENE,DISTANCE
5,66312269,0.819930851925164,rs42325,0.2276,-0.0802,MAST4,0
5,66902082,0.526502468856052,rs6880731,0.6334,0.0382,BC042046,222714
5,66941591,0.334616663400084,rs7703239,0.9649,-0.0264,BC042046,183205
5,67005198,0.097729702712968,rs6895989,1.656,0.004,BC042046,119598
5,67246186,0.220462157623842,rs7723716,1.2253,0.0245,BC042046,113546
5,67748749,0.297503627836704,rs10075380,1.0418,0.0562,PIK3R1,115345
5,67916884,0.845050034346059,rs10515088,0.1954,0.0836,PIK3R1,283480
5,67937048,0.161594564793631,rs706753,1.3997,0.1418,PIK3R1,303644
5,68504814,0.440341082401574,rs3846484,0.7716,-0.0805,CCNB1,0
5,68862544,0.431894236244261,rs28703202,0.786,-0.0837,OCLN,0
5,70791609,0.70283263316378,rs2059192,0.3815,-0.1655,BDP1,0
5,71570309,0.833604310406372,rs12697910,0.2101,-0.0386,MRPS27,0
5,71639824,0.443938200594857,rs17376565,0.7656,-0.1437,MRPS27,0
5,72234192,0.50002618948929,rs7723003,0.6744,-0.1326,TNPO1,0
5,72398685,0.227367350598797,rs6880813,1.2072,0.017,FCHO2,0
5,72457774,0.453695117961615,rs570888,0.7493,0.0307,TMEM171,0
5,72461417,0.0490804507862777,rs703871,1.9679,-0.0156,TMEM171,0
5,72496185,0.842068541329354,rs648422,0.1992,0.0926,TMEM174,3644
5,72739297,0.408217850606889,rs4292434,0.827,-0.1356,FOXD1,38543
5,72809249,0.409755351254717,rs1346568,0.8243,-0.0451,BTF3,20756
5,73141031,0.328628287417814,rs1009200,0.9769,0.0088,RGNEF,0
5,73224901,0.756502324249595,rs2973529,0.3101,0.083,RGNEF,0
5,73307698,0.368861875962466,rs10038733,0.8986,-0.1254,RGNEF,64415
5,73689574,0.178550846409053,rs405733,1.3452,0.1562,BC043537,29639
5,74595120,0.159100379096344,rs7718117,1.4081,0.0521,AK097510,26662
5,74809071,0.75064368871972,rs12332107,0.3178,-0.0818,COL4A3BP,0
5,74985726,0.767586461734027,rs11955568,0.2955,-0.032,AK307154,0
5,75133877,0.0691588462796062,rs6892676,1.8174,0.0057,C5orf37,84809
5,75271563,0.423400316853076,rs16873047,0.8005,-0.0219,SV2C,143497
5,75280271,0.915249528596178,rs7736661,0.1064,0.0977,SV2C,134789
5,75335980,0.0378530509769917,rs11750465,2.0764,-0.0108,SV2C,79080
5,75863227,0.36427580146119,rs4704324,0.9072,0.1937,IQGAP2,0
5,75980539,0.304360122885555,rs615951,1.0271,-0.1426,IQGAP2,0
5,75993380,0.317583526251838,rs1038920,0.9994,0.1802,IQGAP2,0
5,76040002,0.176063187420368,rs153317,1.353,-0.0709,IQGAP2,290
5,76129070,0.777522401418537,rs636150,0.2825,-0.0061,F2RL1,21539
5,76164277,0.0245331914629787,rs616235,2.2487,0.0613,F2RL1,0
5,76223064,0.770851755747572,rs7722773,0.2913,-0.0425,S100Z,0
5,76259881,0.94218257884495,rs905854,0.0725,-0.0674,S100Z,7070
5,76490368,0.34502601576969,rs10035405,0.9443,-0.0026,AK055144,10265
5,76663192,0.774022468132898,rs9687030,0.2871,-0.0269,PDE8B,0
5,77158526,0.331570386188105,rs354614,0.971,0.0628,TBCA,50586
5,77193343,0.469518926460296,rs12186607,0.7233,0.0803,TBCA,85403
5,77216067,0.650971951661631,rs4704451,0.4524,-0.1604,TBCA,108127
5,77245965,0.866351297823712,rs4704459,0.1683,-0.0187,AP3B1,87940
5,77285180,0.0859167103189975,rs12521066,1.7173,-0.023,AP3B1,48725
5,77713359,0.309477459872141,rs4235708,1.0163,0.022,SCAMP1,0
5,78195391,0.333503525936976,rs13184327,0.9671,-0.0836,ARSB,0
5,78269997,0.120642015710473,rs337841,1.5521,-0.0776,ARSB,0
5,78763781,0.344371187034994,rs12657371,0.9456,0.0182,HOMER1,0
5,78839534,0.389220677083358,rs11948804,0.861,0.1895,HOMER1,0
5,79134754,0.186428992077708,rs259067,1.3212,0.1506,CMYA5,2950
5,79142558,0.955630831886083,rs11957025,0.0556,0.0819,CMYA5,10754
5,79223813,0.512534693581983,rs4704601,0.6549,-0.0572,MTX3,84481
5,79308798,0.0956275397911668,rs7446065,1.6664,0.127,MTX3,0
5,79318554,0.522582582896575,rs9293796,0.6394,0.036,MTX3,0
5,79411987,0.896728345192969,rs10514175,0.1298,0.0757,THBS4,0
5,79550489,0.81629278534092,rs4704638,0.2323,0.1471,SERINC5,0
5,79642392,0.710962164215744,rs13160125,0.3706,0.1383,SPZ1,9206
5,79764271,0.855994862737134,rs6868979,0.1815,-0.0496,ZFYVE16,0
5,80348760,0.502943313214928,rs10474022,0.6699,-0.0267,RASGRF2,0
5,80918866,0.422109719598666,rs2917542,0.8028,-0.0358,SSBP2,0
5,80934020,0.845576615072787,rs724913,0.1948,0.0627,SSBP2,0
5,81103423,0.581684223143384,rs11747966,0.5509,0.058,SSBP2,20596
5,81181912,0.687242154264823,rs17241969,0.4026,-0.1771,SSBP2,99085
5,81637331,0.371087077772245,rs224821,0.8944,0.1104,LOC92270,0
5,82103862,0.291806441033259,rs9283781,1.0542,0.0184,AK055070,280560
5,82243312,0.293014164315537,rs448840,1.0515,0.1453,AK055070,141110
5,82409425,0.227284738328308,rs10474078,1.2074,0.0425,XRCC4,0
5,82803773,0.0891845107544214,rs33608,1.6997,0.0274,VCAN,0
5,82895241,0.0486116320826113,rs160283,1.972,-0.0184,VCAN,0
5,83318999,0.231752072228119,rs7728285,1.1959,0.0049,EDIL3,0
5,83466967,0.433472279226407,rs2301103,0.7833,0.1324,EDIL3,0
5,83486678,0.924449307145551,rs12153170,0.0948,0.07,EDIL3,0
5,83738060,0.290868046926335,rs974660,1.0562,-0.038,EDIL3,21694
5,83762354,0.13823192473501,rs4703991,1.4824,0.0071,EDIL3,45988
5,84127039,0.507193955825642,rs7707956,0.6632,0.0869,EDIL3,410673
5,84318471,0.953936424106359,rs1877004,0.0578,0.003,EDIL3,602105
5,85074731,0.0734001321252435,rs6862921,1.7903,-0.0584,NBPF22P,539286
5,85951790,0.593190032755956,rs13177204,0.5342,-0.0317,COX7C,0
5,86005871,0.39082512143068,rs6872148,0.8581,-0.1533,COX7C,53533
5,86135162,0.166182415094227,rs13175994,1.3846,0.0581,BC041393,53819
5,86208363,0.892523748567328,rs1873891,0.1351,0.0179,BC041393,127020
5,86435112,0.625439975876361,rs2544676,0.4882,-0.0393,BC034940,16608
5,86681676,0.165086433291435,rs11956361,1.3882,0.0812,RASA1,0
5,86757060,0.489389803726226,rs2641385,0.6913,-0.0414,CCNH,12469
5,87469833,0.00196373951621354,rs1816740,3.0957,0.0241,TMEM161B,56945
5,87662411,0.988854978699237,rs6879272,0.014,0.062,BC047059,0
5,88039857,0.709256096975878,rs410216,0.3729,-0.2325,MEF2C,12064
5,88135427,0.34435006044805,rs585950,0.9456,0.1052,MEF2C,0
5,89058981,0.3484191079624,rs4244204,0.9377,0.1364,CETN3,666303
5,89526723,0.631213693879545,rs7704328,0.48,0.0174,CETN3,198561
5,90058163,0.0199726934079081,rs10070074,2.3269,-0.0563,GPR98,0
5,90114690,0.843209849437699,rs2438358,0.1978,0.0211,GPR98,0
5,90216614,0.881826697150245,rs4916692,0.1487,-0.0646,GPR98,0
5,90269689,0.63922917470336,rs1818350,0.4688,-0.0328,GPR98,0
5,90492820,0.0554669869598001,rs10069710,1.9152,-0.1681,GPR98,0
5,90667140,0.843068117043003,rs10942630,0.198,0.0318,AK091866,21166
5,90752434,0.821016561007127,rs16869730,0.2262,0.0162,BC043415,148
5,90801595,0.754847980104387,rs16869754,0.3123,-0.0212,BC043415,49309
5,91076795,0.725950738647953,rs331402,0.3505,-0.2349,BC043415,324509
5,91109742,0.31138423923403,rs2939244,1.0123,-0.0103,BC043415,357456
5,91857453,0.0973682943731546,rs7710769,1.6577,0.0129,AK056485,89347
5,92504050,0.850833204574883,rs17082959,0.1881,-0.1356,FLJ42709,266770
5,93116012,0.545847013359889,rs7723944,0.604,-0.1594,FAM172A,0
5,93489658,0.215643028495833,rs6556840,1.2382,-0.0864,AK130941,24768
5,93888720,0.806319443043321,rs1839852,0.2452,0.1214,C5orf36,0
5,94239098,0.315719557460397,rs41459348,1.0033,0.0755,MCTP1,0
5,95009285,0.409728764789179,rs17790731,0.8244,0.1102,RFESD,0
5,95044569,0.151036699535325,rs2158095,1.4359,-0.1172,SPATA9,100
5,95261383,0.581377827329561,rs1057964,0.5514,0.2419,ELL2,0
5,95336927,0.407121555646881,rs17085371,0.829,0.0135,ELL2,13397
5,95654674,0.234866790706292,rs4869279,1.1879,0.0875,PCSK1,97200
5,95804774,0.526765207061544,rs6862567,0.633,-0.1992,PCSK1,10067
5,96123604,0.261672865599394,rs17086651,1.1224,-0.0592,CAST,0
5,96149571,0.0946771854069084,rs151928,1.6712,-0.1063,ERAP1,0
5,96208371,0.55305183166638,rs17405676,0.5932,0.0978,ERAP2,32652
5,96493512,0.37125953915529,rs444243,0.8941,0.0802,LIX1,0
5,96516769,0.522701951907948,rs11948727,0.6392,0.0993,RIOK2,7627
5,96766767,0.714850603602827,rs17087516,0.3653,-0.0295,RIOK2,222068
5,96964786,0.814730185316876,rs17087626,0.2343,-0.1529,RIOK2,420087
5,96971333,0.277546927798539,rs11956921,1.0858,-0.0356,RIOK2,426634
5,97178087,0.216313304146752,rs4132948,1.2364,0.0716,RIOK2,633388
5,97450879,0.254411722533405,rs17706547,1.1397,-0.1769,RGMB,682020
5,97456283,0.94381669559516,rs1423313,0.0705,0.0487,RGMB,676616
5,97504676,0.206403530901298,rs10063003,1.2635,-0.0467,RGMB,628223
5,97563593,0.754958108766004,rs4362967,0.3121,0.0256,RGMB,569306
5,97789587,0.859107001917437,rs10478264,0.1775,0.0206,RGMB,343312
5,97931040,0.784024405060336,rs17166099,0.2741,0.0108,RGMB,201859
5,98807429,0.610468873055652,rs1403660,0.5094,-0.119,DQ597441,79768
5,99152807,0.146266842493787,rs7447852,1.4528,0.054,DQ597441,265582
5,99328365,0.839736921945587,rs9326962,0.2022,-0.1163,DQ572652,425949
5,99564319,0.0270214886404574,rs1504529,2.2112,-0.1194,DQ572652,189995
5,99783943,0.368188452441245,rs4703097,0.8999,0.1057,CR594287,29413
5,99882881,0.760473276488483,rs145788,0.3049,0.0205,CR594287,0
5,99934121,0.103584982920438,rs10065274,1.6277,0.0028,FAM174A,0
5,99972178,0.806139177642763,rs380360,0.2454,0.069,FAM174A,21840
5,100232402,0.0148825161159039,rs2059198,2.4352,-0.117,ST8SIA4,0
5,100250242,0.0961851547472179,rs6595534,1.6636,0.0317,ST8SIA4,0
5,100931932,0.319886525161564,rs17137244,0.9947,-0.2127,ST8SIA4,665064
5,101026961,0.566879130667076,rs17256662,0.5727,0.0586,SLCO4C1,570629
5,101511205,0.0466968871187419,rs10455060,1.989,0.0233,SLCO4C1,86385
5,101831311,0.923252266598865,rs1597771,0.0963,0.0185,SLCO6A1,0
5,101980425,0.649487836752087,rs3105476,0.4545,-0.0689,AX747345,4402
5,102072560,0.656459408346564,rs41454653,0.4448,0.0042,AX747345,96537
5,102985818,0.636017823358998,rs7735464,0.4733,0.0999,NUDT12,59430
5,103013489,0.0848134222906083,rs17155627,1.7234,-0.0537,NUDT12,87101
5,103233189,0.0755590742919594,rs17507392,1.7771,-0.0172,NUDT12,306801
5,103413940,0.54988597612828,rs2403366,0.5979,0.1812,NUDT12,487552
5,103754220,0.350194364786148,rs2963229,0.9342,-0.1098,CR610784,526871
5,104816542,0.221952270716429,rs10038910,1.2214,-0.0771,RAB9P1,352845
5,106150957,0.435145503375679,rs1438254,0.7804,-0.0622,EFNA5,593292
5,106155442,0.920959933428094,rs766463,0.0992,0.0489,EFNA5,588807
5,106293024,0.241074277786538,rs2454899,1.1723,-0.1588,EFNA5,451225
5,106602775,0.425348850199953,rs11242634,0.7972,0.0619,EFNA5,141474
5,106785298,0.395251363515854,rs252801,0.8501,-0.0041,EFNA5,0
5,106916682,0.804130774457008,rs352610,0.248,0.0513,EFNA5,0
5,107160169,0.535969422664493,rs6868417,0.6189,-0.124,FBXL17,63178
5,107445643,0.271229942329228,rs11242662,1.1002,-0.0053,FBXL17,0
5,107484013,0.181626759469509,rs34385,1.3358,-0.0105,FBXL17,0
5,107655092,0.0694972691126168,rs4463170,1.8152,0.0491,FBXL17,0
5,107883982,0.41539292386733,rs10052047,0.8144,0.0352,FBXL17,138973
5,108272703,0.0781896519474685,rs10515395,1.7613,-0.0748,FER,0
5,108471555,0.0237919585779309,rs17163944,2.2605,0.0722,FER,0
5,108958775,0.0139670083299279,rs6890090,2.4581,-0.135,MAN2A1,94279
5,109402008,0.0767236999236047,rs17162579,1.77,0.0755,MAN2A1,170681
5,109814957,0.176589448936284,rs11748623,1.3513,0.1468,FLJ43080,0
5,110203086,0.8822733303532,rs7730010,0.1481,-0.1679,SLC25A46,76702
5,110378008,0.552902578609064,rs17132640,0.5934,0.0165,TSLP,57280
5,110414540,0.0378497077617794,rs10069215,2.0765,-0.0445,TSLP,20748
5,110521442,0.174936384428293,rs11745646,1.3565,0.0263,WDR36,27344
5,110523970,0.132764126872644,rs1821908,1.5033,0.0692,WDR36,29872
5,110532311,0.801660397555679,rs10040556,0.2512,-0.0458,WDR36,38213
5,110551798,0.155184394679964,rs4957928,1.4215,0.0108,CAMK4,36182
5,110740390,0.427456369390711,rs306129,0.7936,0.0038,CAMK4,0
5,110761702,0.455449134111404,rs455531,0.7464,-0.1724,CAMK4,0
5,110982415,0.26352987322025,rs10515431,1.1181,0.0161,STARD4,106360
5,111030720,0.767772254766896,rs6860625,0.2953,0.097,C5orf13,62171
5,111045692,0.849372849334031,rs657073,0.1899,0.0685,C5orf13,47199
5,111171860,0.110569408163428,rs10039269,1.5956,-0.1999,C5orf13,51007
5,111482187,0.268993159988895,rs10515440,1.1054,0.1976,TIGA1,41937
5,111569907,0.180035581579432,rs6876893,1.3406,0.0864,EPB41L4A,0
5,111609865,0.442671877099201,rs4958023,0.7677,0.0058,EPB41L4A,0
5,111731378,0.557675705756992,rs4958045,0.5863,0.1577,EPB41L4A,0
5,111797170,0.765696611255407,rs712674,0.298,0.1424,FLJ11235,12599
5,111935857,0.76328707835637,rs9790990,0.3012,-0.0937,FLJ11235,151286
5,112322373,0.420567609369755,rs469675,0.8054,-0.2046,DCP2,17958
5,112445082,0.156346921343356,rs6898297,1.4175,0.2089,MCC,0
5,112471104,0.958639514399692,rs6865341,0.0519,0.1107,MCC,0
5,112523531,0.954108162317425,rs935160,0.0575,-0.0414,MCC,0
5,112558923,0.0144374477677047,rs1345078,2.4462,-0.084,MCC,0
5,112814742,0.207412746036425,rs26990,1.2607,0.0566,MCC,0
5,112927601,0.294344919268042,rs6886628,1.0486,0.0806,YTHDC2,0
5,113036925,0.688474454218522,rs6891711,0.4009,-0.0866,YTHDC2,78046
5,113446411,0.662104487651959,rs2931491,0.437,0.0224,KCNN2,279503
5,113609684,0.949757158057764,rs4476712,0.063,-0.0976,KCNN2,116230
5,113858701,0.541474119992927,rs4435855,0.6106,0.2845,KCNN2,0
5,113990210,0.491814012406394,rs184016,0.6874,0.0101,AK097686,0
5,114626103,0.43935352913104,rs267307,0.7733,-0.056,PGGT1B,0
5,114713355,0.208626121981069,rs269504,1.2574,0.0261,CCDC112,52999
5,114727358,0.0374386843759567,rs2963761,2.0809,0.1714,CCDC112,67002
5,114873874,0.658821052173153,rs2032842,0.4415,-0.0565,FEM1C,10632
5,115026629,0.264907279983163,rs10477535,1.1149,0.0897,TICAM2,37020
5,115035323,0.897187676513568,rs424347,0.1292,0.015,TICAM2,45714
5,115298766,0.586419116472825,rs890785,0.544,0.086,AP3S1,21090
5,115545137,0.333156218985096,rs6878530,0.9678,-0.0874,COMMD10,0
5,115885390,0.868849898921326,rs154577,0.1651,-0.0935,SEMA6A,0
5,116003555,0.709216931136325,rs6898653,0.3729,-0.221,SEMA6A,65106
5,116018527,0.957236327463761,rs7707446,0.0536,-0.083,SEMA6A,80078
5,116079542,0.216167230159044,rs2933628,1.2368,0.0016,SEMA6A,141093
5,116181633,0.138742590555921,rs17140586,1.4805,-0.0268,SEMA6A,243184
5,116356421,0.195011665811762,rs7734149,1.2959,-0.1004,SEMA6A,417972
5,116555466,0.550758807919919,rs11955025,0.5966,0.0586,BC045192,223640
5,116783595,0.597482046578079,rs2624546,0.528,0.0646,BC045192,0
5,117123827,0.705249106744304,rs4304103,0.3782,0.0153,BC045192,180497
5,117311061,0.772718751337379,rs4481382,0.2888,0.0014,BC044609,335106
5,117347271,0.826113315531984,rs4921000,0.2197,-0.0092,BC044609,298896
5,117375429,0.654177784919739,rs2416494,0.448,0.1612,BC044609,270738
5,117561029,0.330366554902866,rs17354084,0.9734,0.0645,BC044609,85138
5,117703754,0.308880640426651,rs11241454,1.0176,-0.2209,BC044609,55401
5,117806840,0.44366616057232,rs6595131,0.766,-0.3059,BC044609,158487
5,118086625,0.971860847435892,rs730906,0.0353,-0.1542,DTWD2,116509
5,118149770,0.566774057224393,rs667101,0.5728,0.0527,DTWD2,53364
5,118434680,0.313768167514354,rs17144918,1.0073,0.1148,DMXL1,302
5,119059458,0.0895339245907962,rs330181,1.6979,0.0452,FAM170A,60043
5,119137185,0.386645016027614,rs6865593,0.8657,0.1726,FAM170A,137770
5,119498763,0.889698807848617,rs17146149,0.1387,-0.0952,PRR16,329154
5,119880857,0.314293839037418,rs17491078,1.0063,-0.0051,PRR16,0
5,119888815,0.490040591452271,rs1154767,0.6902,-0.042,PRR16,0
5,120128899,0.346576842013747,rs9790948,0.9412,-0.0199,PRR16,78037
5,120543052,0.942807491170242,rs13153260,0.0717,-0.0523,PRR16,492190
5,120664746,0.458539511309937,rs6859332,0.7413,0.0043,FTMT,550802
5,120722657,0.418337868992239,rs17458337,0.8093,-0.0973,FTMT,492891
5,120828219,0.932540939887986,rs6891688,0.0846,0.0246,FTMT,387329
5,121045393,0.944083852693439,rs10073908,0.0701,-0.0861,FTMT,170155
5,121119845,0.517302555963397,rs17148348,0.6475,0.0687,FTMT,95703
5,121267788,0.69690822600387,rs6887092,0.3895,0.0093,FTMT,51367
5,121368979,0.0522420010529459,rs11959530,1.9411,0.032,SRFBP1,0
5,121468906,0.709430969320238,rs2560321,0.3726,-0.0018,ZNF474,24207
5,122311523,0.281062505906448,rs28891,1.0779,0.027,SNX24,0
5,122369563,0.105835530208424,rs418229,1.6172,0.0513,SNX24,0
5,122579242,0.0471861204132438,rs748312,1.9846,0.1526,PRDM6,27649
5,122724908,0.114595557795838,rs17473342,1.5779,0.0015,CEP120,0
5,122852577,0.852266992907971,rs1500187,0.1862,0.1158,CSNK1G3,23114
5,123089427,0.54329199437052,rs10069933,0.6078,-0.0605,CSNK1G3,109065
5,123159778,0.407654565060511,rs11746266,0.828,-0.0162,CSNK1G3,179416
5,123843647,0.0539198226761073,rs13188115,1.9275,0.1355,ZNF608,156861
5,124315974,0.346696389140561,rs11951671,0.941,-0.2129,ZNF608,207211
5,124574162,0.84759919741191,rs41357845,0.1922,0.0524,ZNF608,465399
5,124596199,0.0395893005188555,rs7715337,2.058,-0.3066,ZNF608,487436
5,124707273,0.189356419956312,rs1517806,1.3125,0.1605,ZNF608,598510
5,124797754,0.364941121079028,rs17152760,0.906,0.2065,ZNF608,688991
5,124845919,0.0159793614875525,rs6876182,2.4094,-0.0282,ZNF608,737156
5,124943067,0.573555671377108,rs10071007,0.5628,-0.0289,ZNF608,834304
5,125083968,0.426136946305633,rs7707067,0.7958,-0.0352,GRAMD3,703031
5,125234579,0.437742281006649,rs400691,0.776,0.0354,GRAMD3,552420
5,125324756,0.998688610969111,rs188986,0.0016,0.017,GRAMD3,462243
5,125541609,0.185617847833782,rs10041025,1.3237,0.1169,GRAMD3,245390
5,125813137,0.970155823742971,rs10071667,0.0374,0.0514,GRAMD3,0
5,126124760,0.100502708693966,rs12514001,1.6424,-0.1878,LMNB1,15971
5,126515831,0.190488879103214,rs248047,1.3091,-0.0858,AK126569,78761
5,126751461,0.0880836842115968,rs9327438,1.7056,0.0745,MEGF10,0
5,126924959,0.367578740464523,rs374499,0.901,-0.2168,PRRC1,6288
5,127001970,0.308251475682482,rs1382332,1.0189,-0.1503,CTXN3,14635
5,127066356,0.0278936950489879,rs7707416,2.1988,-0.0593,CTXN3,44136
5,127240127,0.357584655052051,rs1421750,0.92,-0.0503,FLJ33630,145015
5,127651104,0.637089485302567,rs32210,0.4718,0.037,FBN2,0
5,127759109,0.0963461548089981,rs10055617,1.6628,-0.0447,FBN2,0
5,127858092,0.574931158684194,rs7708713,0.5608,0.0038,FBN2,0
5,127984250,0.834972594864666,rs6864907,0.2083,-0.0377,FBN2,82617
5,128135806,0.865736044943333,rs13182341,0.1691,0.0794,SLC27A6,193302
5,128420535,0.86425063572824,rs257924,0.171,0.0507,SLC27A6,23302
5,128727732,0.673911984078586,rs7725892,0.4208,0.034,ADAMTS19,96269
5,128918675,0.573809090536088,rs9327528,0.5625,0.0328,ADAMTS19,0
5,129038668,0.0924478177912533,rs30656,1.6826,-0.1798,ADAMTS19,0
5,130204101,0.273053788812831,rs4705896,1.0961,-0.0364,HINT1,318674
5,130526127,0.185735331615433,rs17165688,1.3233,0.1107,HINT1,0
5,130663465,0.435947308083996,rs10042016,0.7791,-0.0766,CDC42SE2,0
5,130868284,0.940629191929474,rs10063129,0.0745,-0.0386,RAPGEF6,0
5,130870939,0.549321124097332,rs9784609,0.5988,0.002,RAPGEF6,0
5,131153887,0.753723574103788,rs6861579,0.3137,0.1409,RAPGEF6,155060
5,131368130,0.468800129136071,rs449915,0.7244,0.0821,ACSL6,0
5,131502069,0.079299092059955,rs13358835,1.7548,-0.0973,P4HA2,54133
5,131574567,0.288405553204939,rs246107,1.0616,-0.1026,P4HA2,0
5,131681824,0.473770393291488,rs156322,0.7164,0.0775,SLC22A4,0
5,131697060,0.93678009416908,rs272882,0.0793,0.1157,SLC22A4,0
5,131756611,0.655247601913288,rs274550,0.4465,0.029,SLC22A5,0
5,131806615,0.652934407349676,rs6874639,0.4497,0.1113,LOC441108,0
5,132383046,0.349246687721461,rs12517292,0.9361,0.1074,ZCCHC10,0
5,132606102,0.32678658538498,rs1017307,0.9806,0.1655,FSTL4,0
5,132779965,0.51467258692719,rs166112,0.6516,0.0773,FSTL4,0
5,132875138,0.0620557358488441,rs459557,1.8659,0.1574,FSTL4,0
5,133003597,0.55795633001253,rs256231,0.5859,-0.1873,FSTL4,27476
5,133045781,0.363964846357703,rs758309,0.9078,-0.0263,FSTL4,69660
5,133167338,0.715379617409781,rs2873324,0.3646,0.1535,C5orf15,151761
5,133364615,0.130050221458077,rs17694462,1.5139,0.0014,VDAC1,0
5,134481126,0.895857839845121,rs9986143,0.1309,0.0278,AK026965,0
5,134967602,0.253102814080194,rs7732567,1.1428,0.0799,CXCL14,24735
5,135006875,0.222705914871767,rs801570,1.2194,0.0302,CXCL14,64008
5,135028097,0.486799976788461,rs6888728,0.6954,0.185,CXCL14,85230
5,135047354,0.524604097474366,rs4976316,0.6363,0.1376,CXCL14,104487
5,135092077,0.145602788077667,rs4976306,1.4552,0.1201,LOC153328,106186
5,135210022,0.4433259437792,rs4976493,0.7666,0.0446,LOC153328,0
5,135705746,0.579866281943396,rs3777150,0.5536,0.0609,TRPC7,0
5,135919282,0.183939750073478,rs13160356,1.3287,0.0828,TRPC7,198311
5,136448851,0.484605435049161,rs17600115,0.6989,-0.0515,SPOCK1,0
5,136549583,0.643987084040418,rs1434666,0.4621,0.1609,SPOCK1,0
5,136710178,0.731039978330955,rs1229733,0.3437,0.0186,SPOCK1,0
5,136968115,0.381214319029823,rs6878439,0.8757,-0.1021,KLHL3,12972
5,137712631,0.543358284980059,rs1052648,0.6077,-0.1273,FAM53C,0
5,137793658,0.799430759157985,rs2269948,0.2541,0.2542,JMJD1B,0
5,138457408,0.0968609845731407,rs17131926,1.6603,0.0265,SIL1,0
5,138945560,0.145352289779112,rs355158,1.4561,0.0732,UBE2D2,0
5,139258492,0.914241867605597,rs9686674,0.1077,-0.0348,NRG2,0
5,139380199,0.240956248017028,rs11948342,1.1726,0.0646,NRG2,0
5,139519698,0.684105230728164,rs2291878,0.4069,-0.3012,CR627225,2023
5,139550915,0.534292057156563,rs37355,0.6215,0.0446,C5orf32,0
5,139599137,0.306992057710886,rs17286641,1.0216,0.0734,C5orf32,0
5,139720638,0.387935297098011,rs34507975,0.8634,0.107,SLC4A9,0
5,140262615,0.564469520235434,rs1119032,0.5762,-2e-04,AX746964,39208
5,140285118,0.289836643729359,rs4912732,1.0585,0.0445,PCDHAC2,41177
5,140308521,0.686850446742028,rs246047,0.4031,0.0729,PCDHAC2,17774
5,140410127,0.741380313411355,rs3776105,0.33,0.0442,PCDHB1,1035
5,140609462,0.0870741859544069,rs2109037,1.711,0.0107,PCDHB15,1478
5,140852461,0.317547996528447,rs11953270,0.9995,-0.1457,PCDHGC5,0
5,140905546,0.441888060653582,rs740474,0.769,0.0429,DIAPH1,0
5,141008333,0.401164939627051,rs12659397,0.8395,-0.0309,FCHSD1,0
5,141184973,0.669096558354795,rs248515,0.4274,-0.0343,PCDH1,27883
5,141199812,0.629989289212972,rs17649125,0.4817,-0.0095,PCDH1,13044
5,141244645,0.716940573649481,rs9324858,0.3626,-0.1005,PCDH1,6518
5,141288017,0.395438116742298,rs10036567,0.8498,0.0791,KIAA0141,0
5,141690683,0.933403366943821,rs10463352,0.0836,0.03,SPRY4,5880
5,141874445,0.109673706814647,rs249740,1.5997,0.0874,FGF1,78860
5,141961274,0.855925970012322,rs17099074,0.1816,-0.2416,FGF1,0
5,141984606,0.65774287097156,rs6891913,0.443,-0.0447,FGF1,0
5,141995573,0.841638794401661,rs249923,0.1998,0.0401,FGF1,0
5,142039088,0.900766283739358,rs1867663,0.1247,-0.0177,FGF1,0
5,142375143,0.830168373417109,rs245853,0.2145,-0.0971,ARHGAP26,0
5,142631812,0.763691863510758,rs7728835,0.3006,0.0036,NR3C1,5876
5,142672726,0.807030756724998,rs10482672,0.2443,0.0248,NR3C1,0
5,142714728,0.183282912475988,rs10042042,1.3307,0.2106,NR3C1,0
5,142913812,0.625776324653998,rs7732768,0.4877,-0.0307,NR3C1,149575
5,142932792,0.462171051185578,rs968088,0.7353,-0.0943,NR3C1,168555
5,143138051,0.233520501991734,rs325224,1.1913,0.0622,HMHB1,33867
5,143576960,0.581275004195049,rs13358708,0.5515,0.0024,KCTD16,0
5,144331494,0.112195895751938,rs31901,1.5884,-0.0568,KCTD16,494358
5,144409764,0.887278343550861,rs17390089,0.1417,-0.0708,KCTD16,572628
5,144564638,0.853602668037638,rs11738116,0.1845,0.089,PRELID2,554136
5,144835347,0.0167844230309129,rs450337,2.3914,-0.0114,PRELID2,283427
5,144925842,0.274777563055977,rs17103398,1.0921,0.0382,PRELID2,192932
5,145201702,0.37304245820269,rs1001431,0.8908,-0.0461,PRELID2,6611
5,145488650,0.19940966879949,rs2895648,1.2832,0.1485,LARS,0
5,145785170,0.609451815253124,rs7701158,0.5109,0.0151,TCERG1,21895
5,146571759,0.299122863914818,rs31021,1.0383,0.057,STK32A,23012
5,146760179,0.840123744914308,rs3213858,0.2017,0.0314,DPYSL3,0
5,147113933,0.392545032547787,rs12659905,0.855,0.0573,JAKMIP2,0
5,147214564,0.959740697871894,rs13154671,0.0505,-0.0678,SPINK1,23112
5,147461211,0.482272872002795,rs2303068,0.7027,-0.0925,SPINK5,0
5,147529356,0.54090676503256,rs4269285,0.6114,-0.0374,SPINK5L2,132
5,147600859,0.409233268816024,rs17108015,0.8252,0.0937,SPINK6,25967
5,147629374,0.507474154233932,rs17108103,0.6628,0.0836,AK054753,0
